#PATH-POINTS-START Path
-59.69,-59.69,120,135
-58.507,-61.303,120
-57.393,-62.963,120
-56.367,-64.68,120
-55.463,-66.463,120
-54.722,-68.32,120
-54.225,-70.255,120
-54.099,-72.247,120
-54.493,-74.198,120
-55.498,-75.916,120
-56.99,-77.237,120
-58.758,-78.163,120
-60.656,-78.789,120
-62.616,-79.184,120
-64.603,-79.408,120
-66.601,-79.5,120
-68.6,-79.487,120
-70.597,-79.383,120
-72.589,-79.205,120
-74.575,-78.963,120
-76.552,-78.663,120
-78.521,-78.311,120
-80.48,-77.913,120
-82.431,-77.47,120
-84.372,-76.987,120
-86.303,-76.467,120
-88.224,-75.91,120
-90.134,-75.318,120
-92.034,-74.693,120
-93.923,-74.036,120
-95.8,-73.345,120
-97.665,-72.623,120
-99.518,-71.87,120
-101.357,-71.086,120
-103.183,-70.27,120
-104.994,-69.421,120
-106.79,-68.54,120
-108.569,-67.626,120
-110.33,-66.679,120
-112.071,-65.695,120
-113.791,-64.674,120
-115.487,-63.615,120
-117.159,-62.517,120
-119.38,-60.96,120,135
-119.38,-60.96,0,135
#PATH.JERRYIO-DATA {"appVersion":"0.8.3","format":"path.jerryio v0.1","gc":{"robotWidth":12,"robotHeight":12,"robotIsHolonomic":false,"showRobot":true,"uol":2.54,"pointDensity":0.7874015748031495,"controlMagnetDistance":1.968503937007874,"fieldImage":{"displayName":"V5RC 2025 - High Stakes (Skills)","signature":"V5RC 2025 - High Stakes (Skills)","origin":{"__type":"built-in"}},"coordinateSystem":"VEX Gaming Positioning System"},"paths":[{"segments":[{"controls":[{"uid":"hjpCzVUJVH","x":-23.5,"y":-23.5,"lock":false,"visible":true,"heading":135,"__type":"end-point"},{"uid":"65LtWu0YNv","x":-14.328210045785443,"y":-35.50904228738132,"lock":false,"visible":true,"__type":"control"},{"uid":"Oti089GzCe","x":-36.00741481071299,"y":-32.02043462405965,"lock":false,"visible":true,"__type":"control"},{"uid":"kBJQk9tuMr","x":-47,"y":-24,"lock":false,"visible":true,"heading":135,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"cb5WMbpkMW"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":600,"label":"600"},"step":1,"from":40,"to":120},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.1}},"name":"Path","uid":"YupQaKIWJc","lock":false,"visible":true}]}
